id_cliente,nombre_cliente,ocupacion,ingreso_mensual_declarado,nivel_riesgo_kyc,fecha_alta_sistema
CLI-04071,Hermelinda Graciela Robles,Jubilado,14419.98,Bajo,2023-07-09
CLI-04072,Augusto Patiño,Desempleado,3620.29,Alto,2026-01-15
CLI-04073,María Elena Hidalgo Guerrero,Empresario / Comerciante,96381.16,Alto,2024-06-08
CLI-04074,Alejandro Espinosa,Estudiante,5169.85,Bajo,2023-07-12
CLI-04075,Emiliano Cisneros Parra,Empresario / Comerciante,165280.67,Alto,2026-05-03
CLI-04076,Dra. Abigail Barragán,Jubilado,5825.64,Bajo,2025-05-15
CLI-04077,Dra. Amanda de la Torre,Desempleado,1668.55,Alto,2024-04-13
CLI-04078,Abel Villarreal Zarate,Empresario / Comerciante,73388.15,Alto,2025-11-12
CLI-04079,Rolando Andrés Carmona Medina,Jubilado,17206.54,Bajo,2026-03-28
CLI-04080,Sr. David Carrero,Profesionista Independiente,35174.64,Medio,2025-11-28
CLI-04081,José Eduardo Maya Santacruz,Empresario / Comerciante,54161.38,Alto,2024-05-13
CLI-04082,Germán Juan Espino,Profesionista Independiente,47679.41,Medio,2024-07-20
CLI-04083,Sr. Humberto Carmona,Empresario / Comerciante,118769.48,Alto,2023-11-26
CLI-04084,Alberto Bétancourt Espinoza,Empleado Sector Privado,28751.99,Medio,2023-10-19
CLI-04085,Sra. Irene Valencia,Jubilado,16817.91,Bajo,2025-06-14
CLI-04086,Srita. Elisa Mercado,Profesionista Independiente,56478.1,Medio,2024-02-04
CLI-04087,Teodoro Matos,Desempleado,2627.83,Alto,2025-12-18
CLI-04088,Alvaro César Jaimes,Empleado Sector Privado,41144.72,Medio,2023-11-02
CLI-04089,Hugo Rivas Camacho,Desempleado,2845.54,Alto,2026-03-25
CLI-04090,Jaqueline Miriam Zelaya Trejo,Empresario / Comerciante,216616.15,Alto,2023-10-05
CLI-04091,Carmen Perla León Carreón,Desempleado,2610.0,Alto,2025-12-02
CLI-04092,Gabriel Ballesteros,Profesionista Independiente,50818.77,Medio,2025-10-15
CLI-04093,Homero Lorenzo Naranjo,Empleado Sector Privado,32520.8,Medio,2023-06-21
CLI-04094,Carmen Débora Robledo Gutiérrez,Profesionista Independiente,46081.39,Medio,2023-11-10
CLI-04095,Bianca Karina Pérez,Estudiante,6002.34,Bajo,2025-03-10
CLI-04096,Srita. Olivia Valles,Empleado Sector Privado,17718.61,Medio,2025-01-16
CLI-04097,Sra. Florencia Palacios,Empleado Sector Privado,31989.72,Medio,2025-12-18
CLI-04098,Sr. Horacio Cotto,Estudiante,6760.89,Bajo,2023-10-19
CLI-04099,Alonso Juan Carlos Guerra Olivo,Empresario / Comerciante,110730.38,Alto,2025-02-27
CLI-04100,Dra. Isabela Casas,Empleado Sector Privado,30375.41,Medio,2025-06-15
CLI-04101,Dra. Josefina Olivares,Estudiante,4152.72,Bajo,2024-02-21
CLI-04102,Amanda Bianca Mena,Profesionista Independiente,31066.97,Medio,2026-04-30
CLI-04103,Lic. Marco Antonio Anguiano,Empleado Sector Privado,17765.59,Medio,2025-08-04
CLI-04104,Perla Amalia Zepeda Urbina,Jubilado,5415.61,Bajo,2025-11-24
CLI-04105,Itzel Llamas,Estudiante,4026.41,Bajo,2025-10-29
CLI-04106,Leonardo Colunga,Estudiante,5705.38,Bajo,2024-01-05
CLI-04107,Olivia Montañez,Estudiante,5371.89,Bajo,2024-05-23
CLI-04108,Sra. Marisela Mares,Empresario / Comerciante,101564.43,Alto,2024-03-22
CLI-04109,Javier Marrero,Profesionista Independiente,50319.86,Medio,2023-10-19
CLI-04110,Porfirio Medrano Ramos,Estudiante,6620.57,Bajo,2023-08-22
CLI-04111,Florencia Esmeralda Ulibarri Cortés,Jubilado,8477.39,Bajo,2026-02-07
CLI-04112,Daniela Ángela Guajardo,Empleado Sector Privado,40162.47,Medio,2025-01-12
CLI-04113,Darío Enrique Puga Rangel,Jubilado,12855.76,Bajo,2024-02-22
CLI-04114,Esparta Dalia Benítez,Estudiante,6238.43,Bajo,2025-07-03
CLI-04115,Pilar Marisol Ontiveros Carbajal,Empresario / Comerciante,209797.38,Alto,2025-11-02
CLI-04116,Sr. Pascual Amaya,Estudiante,7847.96,Bajo,2025-04-01
CLI-04117,José Luis Patricio Bañuelos Toro,Jubilado,12925.53,Bajo,2023-10-06
CLI-04118,Carlota Pedroza Briseño,Estudiante,6941.66,Bajo,2023-11-17
CLI-04119,Sra. Asunción Pineda,Estudiante,5043.83,Bajo,2023-12-09
CLI-04120,Antonia Bétancourt,Empleado Sector Privado,32787.56,Medio,2024-08-16
CLI-04121,Rosa Nevárez Alva,Empleado Sector Privado,42062.53,Medio,2024-03-15
CLI-04122,Esperanza Eugenia Jaramillo,Empleado Sector Privado,36035.53,Medio,2025-05-24
CLI-04123,Pedro Garica Reynoso,Desempleado,1766.07,Alto,2026-04-27
CLI-04124,Dra. Aurora Melgar,Jubilado,11479.08,Bajo,2023-11-25
CLI-04125,Emilio Cabrera,Estudiante,2925.77,Bajo,2026-03-31
CLI-04126,Claudia Carolina Padrón,Profesionista Independiente,30057.34,Medio,2025-04-30
CLI-04127,Citlali Socorro Villareal,Empleado Sector Privado,16058.45,Medio,2025-10-04
CLI-04128,José María Nájera Caldera,Empleado Sector Privado,26490.58,Medio,2023-08-04
CLI-04129,Laura Vega,Empresario / Comerciante,203843.86,Alto,2024-12-01
CLI-04130,Jaqueline Olivera,Estudiante,3471.9,Bajo,2025-08-10
CLI-04131,Pablo Luis Miguel Mena,Empresario / Comerciante,118264.01,Alto,2025-03-12
CLI-04132,Felix Suárez Gonzales,Jubilado,7226.4,Bajo,2024-09-01
CLI-04133,Humberto Mauro Alva,Profesionista Independiente,31759.64,Medio,2025-03-10
CLI-04134,Fabiola Nieves Bermúdez,Empresario / Comerciante,122128.68,Alto,2024-08-13
CLI-04135,Luis Miguel Suárez Casanova,Desempleado,981.81,Alto,2026-05-29
CLI-04136,Mauro Fernández Mares,Jubilado,10482.39,Bajo,2026-03-13
CLI-04137,Timoteo Federico Toledo,Empleado Sector Privado,16553.81,Medio,2025-06-08
CLI-04138,Elvira Tania Leyva,Empresario / Comerciante,132681.88,Alto,2024-04-27
CLI-04139,Ing. Gerardo Alejandro,Empresario / Comerciante,229613.05,Alto,2024-09-26
CLI-04140,Ing. Mariana Ávalos,Jubilado,15329.9,Bajo,2023-06-22
CLI-04141,Teresa Anabel Olivares Guzmán,Profesionista Independiente,57468.31,Medio,2025-09-24
CLI-04142,Lic. Rodrigo Ceja,Empresario / Comerciante,79116.86,Alto,2026-01-02
CLI-04143,César Esteban Villareal,Estudiante,6305.75,Bajo,2025-03-22
CLI-04144,Lic. José Briseño,Jubilado,17267.36,Bajo,2025-12-07
CLI-04145,Lic. Victoria Aponte,Estudiante,4029.82,Bajo,2025-07-04
CLI-04146,Dr. José Luis Cantú,Empresario / Comerciante,246388.98,Alto,2026-05-24
CLI-04147,Ing. Anel Ayala,Empleado Sector Privado,26324.39,Medio,2025-04-19
CLI-04148,Ing. Francisco Samaniego,Empresario / Comerciante,201838.48,Alto,2024-02-23
CLI-04149,Isabela Vaca Gamez,Desempleado,3690.08,Alto,2024-04-19
CLI-04150,Omar Germán Gómez Hernádez,Empleado Sector Privado,41782.87,Medio,2024-03-09
CLI-04151,Ignacio Echeverría Badillo,Estudiante,7866.4,Bajo,2024-09-15
CLI-04152,Irma Nancy Figueroa,Desempleado,3196.28,Alto,2026-04-30
CLI-04153,Dulce Villa,Jubilado,17644.59,Bajo,2024-09-03
CLI-04154,Esteban Mariano Díaz,Empresario / Comerciante,130400.56,Alto,2023-12-29
CLI-04155,Jaime Ricardo Zamora Palomo,Desempleado,2803.16,Alto,2025-07-06
CLI-04156,Ing. Paola Solís,Profesionista Independiente,47469.8,Medio,2023-10-09
CLI-04157,Sessa Arredondo Páez,Profesionista Independiente,55915.39,Medio,2026-01-12
CLI-04158,Pascual Cintrón Leal,Estudiante,6962.02,Bajo,2023-12-23
CLI-04159,Genaro Jerónimo Villaseñor,Jubilado,12935.21,Bajo,2024-07-31
CLI-04160,Julio Emiliano Crespo,Empleado Sector Privado,35109.74,Medio,2024-03-27
CLI-04161,Leonor Mota,Empresario / Comerciante,178775.87,Alto,2024-08-24
CLI-04162,Fernando Herrera Beltrán,Jubilado,13116.68,Bajo,2024-09-16
CLI-04163,Lic. Flavio Alejandro,Jubilado,13476.48,Bajo,2024-05-13
CLI-04164,Nayeli Zoé Montaño Perales,Desempleado,1381.0,Alto,2023-06-15
CLI-04165,Alfonso Gilberto Salazar Vallejo,Desempleado,1618.02,Alto,2025-06-10
CLI-04166,Ivonne Zúñiga,Empleado Sector Privado,41072.16,Medio,2025-11-07
CLI-04167,Juan Carlos Eloy Alarcón Lemus,Estudiante,2221.82,Bajo,2026-01-11
CLI-04168,Sofía Inés Torres Gamboa,Profesionista Independiente,32549.71,Medio,2026-04-22
CLI-04169,Homero Gilberto Terrazas,Desempleado,2960.21,Alto,2024-04-21
CLI-04170,Silvano Casanova Cornejo,Empleado Sector Privado,29175.5,Medio,2026-01-08
CLI-04171,Helena Sonia Irizarry,Jubilado,8691.06,Bajo,2024-11-28
CLI-04172,Eloy Terán,Estudiante,5070.03,Bajo,2025-07-01
CLI-04173,Esmeralda Ivonne Saavedra Reyna,Profesionista Independiente,38460.11,Medio,2024-06-23
CLI-04174,Dra. Úrsula Figueroa,Desempleado,640.11,Alto,2023-08-21
CLI-04175,Eduardo Pablo Carrera,Estudiante,7341.92,Bajo,2024-11-02
CLI-04176,Jaime Reynoso,Jubilado,12702.55,Bajo,2025-07-16
CLI-04177,Micaela Helena Rubio Valdés,Empleado Sector Privado,39463.56,Medio,2025-06-04
CLI-04178,Esther Dávila Pichardo,Profesionista Independiente,47692.92,Medio,2023-12-14
CLI-04179,Mario Rodríguez Carbajal,Jubilado,6435.74,Bajo,2026-04-24
CLI-04180,Rebeca Ocampo,Estudiante,7049.5,Bajo,2026-05-20
CLI-04181,Abril Reina Arguello Nájera,Profesionista Independiente,43214.53,Medio,2024-12-06
CLI-04182,Manuel Aguirre Tórrez,Profesionista Independiente,20571.59,Medio,2025-07-29
CLI-04183,Ilse Medina,Desempleado,3765.37,Alto,2024-12-17
CLI-04184,David José Eduardo Tamayo,Empresario / Comerciante,109592.22,Alto,2024-05-19
CLI-04185,Gerónimo Sandoval,Desempleado,20.85,Alto,2025-11-28
CLI-04186,Helena Magdalena Reyna,Profesionista Independiente,59232.78,Medio,2025-04-07
CLI-04187,Bernardo Israel Escalante Gollum,Desempleado,3956.0,Alto,2025-05-06
CLI-04188,Pascual Lugo Páez,Jubilado,14290.41,Bajo,2025-11-03
CLI-04189,Martín Humberto Quiroz Pelayo,Desempleado,2662.08,Alto,2025-12-29
CLI-04190,Ing. Alta  Gracia Salinas,Jubilado,8039.89,Bajo,2024-01-23
CLI-04191,Gonzalo Ramiro Macías Magaña,Profesionista Independiente,27804.1,Medio,2023-08-17
CLI-04192,Francisco Javier Maximiliano Carvajal,Desempleado,2291.06,Alto,2025-11-17
CLI-04193,Luisa Indira Serrato Malave,Empleado Sector Privado,35573.58,Medio,2023-08-30
CLI-04194,Dra. Adriana Elizondo,Jubilado,14587.66,Bajo,2025-10-30
CLI-04195,Alvaro Alarcón Macías,Estudiante,3967.08,Bajo,2025-06-23
CLI-04196,Mariano Jaramillo,Jubilado,7503.22,Bajo,2024-12-08
CLI-04197,Lic. Mario Miranda,Profesionista Independiente,35443.93,Medio,2025-12-14
CLI-04198,Lorena Lilia Espinoza Ozuna,Empleado Sector Privado,35484.13,Medio,2026-01-20
CLI-04199,Timoteo Leonardo Rascón,Empresario / Comerciante,66389.43,Alto,2025-05-30
CLI-04200,Rufino Ernesto Barreto Malave,Estudiante,4549.32,Bajo,2025-01-02
CLI-04201,Dulce Margarita Chapa Benítez,Empleado Sector Privado,27716.35,Medio,2025-07-27
CLI-04202,Micaela Eugenia Arteaga Vaca,Empresario / Comerciante,65614.54,Alto,2024-03-04
CLI-04203,Alejandra Gaona,Desempleado,2105.02,Alto,2025-02-22
CLI-04204,Eugenia Hidalgo Dávila,Jubilado,12266.59,Bajo,2024-12-24
CLI-04205,Hilda Lourdes Farías,Empresario / Comerciante,224402.96,Alto,2025-07-25
CLI-04206,Jacinto Velasco,Jubilado,11484.75,Bajo,2026-01-17
CLI-04207,Dr. José Carlos Polanco,Empresario / Comerciante,249302.36,Alto,2024-07-11
CLI-04208,Santiago Roberto Ruiz,Desempleado,3724.14,Alto,2025-07-04
CLI-04209,Luis Manuel Ortega Barreto,Empresario / Comerciante,196343.39,Alto,2024-11-16
CLI-04210,Lic. Claudio Salas,Empresario / Comerciante,214762.37,Alto,2025-07-17
CLI-04211,Antonio Martínez Serna,Empleado Sector Privado,28690.93,Medio,2025-09-02
CLI-04212,Lic. Rufino Páez,Empresario / Comerciante,192230.11,Alto,2023-12-16
CLI-04213,José Mateo Serna,Empleado Sector Privado,43945.05,Medio,2024-05-03
CLI-04214,Itzel Elsa Juárez,Jubilado,16222.53,Bajo,2024-06-01
CLI-04215,Fidel Vela Otero,Estudiante,6166.82,Bajo,2026-04-25
CLI-04216,Jacobo Francisco Valles,Empresario / Comerciante,144671.11,Alto,2023-11-19
CLI-04217,Alfonso Venegas Briones,Desempleado,627.36,Alto,2026-05-14
CLI-04218,Sergio Jos Aguayo,Jubilado,9801.32,Bajo,2023-08-15
CLI-04219,Srita. Yuridia Bueno,Estudiante,5609.6,Bajo,2025-03-19
CLI-04220,Juana Collado Lugo,Empresario / Comerciante,72067.23,Alto,2023-07-14
CLI-04221,Dra. Laura Palacios,Profesionista Independiente,40729.41,Medio,2025-11-28
CLI-04222,David Sotelo,Estudiante,5136.66,Bajo,2024-12-27
CLI-04223,Isaac Fidel Ulloa,Estudiante,4228.8,Bajo,2024-04-18
CLI-04224,Karla Cornejo Tamayo,Profesionista Independiente,28646.7,Medio,2025-09-02
CLI-04225,Dr. Evelio Cuellar,Empresario / Comerciante,55595.56,Alto,2023-12-30
CLI-04226,Rubén Tamez,Empleado Sector Privado,16690.61,Medio,2025-12-18
CLI-04227,Elvira Cornejo Aparicio,Jubilado,10482.84,Bajo,2023-10-03
CLI-04228,Rosario Wendolin Valenzuela Mojica,Profesionista Independiente,55007.57,Medio,2025-03-05
CLI-04229,Elsa Segovia Olivares,Empleado Sector Privado,18041.55,Medio,2026-01-29
CLI-04230,Sra. Marcela Montenegro,Desempleado,1955.17,Alto,2025-03-26
CLI-04231,Dolores Ariadna Mendoza,Estudiante,5285.22,Bajo,2025-04-23
CLI-04232,Sra. Patricia Quezada,Estudiante,7222.56,Bajo,2025-01-16
CLI-04233,Leonel Naranjo,Empresario / Comerciante,146235.29,Alto,2026-06-01
CLI-04234,Sr. Jorge Cornejo,Profesionista Independiente,40459.38,Medio,2024-07-02
CLI-04235,Raúl Francisco Verduzco,Profesionista Independiente,50160.72,Medio,2026-01-28
CLI-04236,Itzel Camacho,Empresario / Comerciante,216892.0,Alto,2026-04-17
CLI-04237,Mariana Clara Gaitán,Jubilado,6726.52,Bajo,2025-06-14
CLI-04238,Óliver Tomás Verduzco,Empleado Sector Privado,28657.21,Medio,2024-05-27
CLI-04239,Wilfrido Nicolás Ornelas Rolón,Empresario / Comerciante,202335.76,Alto,2025-06-22
CLI-04240,Diego Jesús Lozano,Desempleado,1796.3,Alto,2024-03-02
CLI-04241,Lic. María Eugenia Caballero,Desempleado,1300.87,Alto,2026-04-18
CLI-04242,Carla Hurtado Briones,Jubilado,13638.53,Bajo,2024-12-27
CLI-04243,Emiliano Abraham Pelayo,Empresario / Comerciante,127447.02,Alto,2023-12-22
CLI-04244,Dr. Agustín Mejía,Empresario / Comerciante,117799.58,Alto,2025-08-28
CLI-04245,Jacinto Urrutia Miramontes,Estudiante,7748.48,Bajo,2024-01-17
CLI-04246,Aldo Luis Manuel Ontiveros,Empresario / Comerciante,197182.56,Alto,2024-08-17
CLI-04247,Lic. Oswaldo Granados,Desempleado,354.12,Alto,2026-01-21
CLI-04248,Julio César Camilo Aranda Zaragoza,Empleado Sector Privado,35337.88,Medio,2024-11-01
CLI-04249,Aldo Bernabé Lerma,Jubilado,13191.42,Bajo,2025-04-19
CLI-04250,Sra. Alta  Gracia Aguilera,Desempleado,1235.39,Alto,2024-12-31
CLI-04251,Clemente Antonio Ramón,Desempleado,495.13,Alto,2023-10-16
CLI-04252,Elena Yeni Zaragoza Carrión,Jubilado,6106.98,Bajo,2024-03-17
CLI-04253,Gloria Carolina Herrera Guillen,Jubilado,12043.85,Bajo,2026-04-20
CLI-04254,Cristobal Felix García Reyna,Estudiante,7743.76,Bajo,2023-06-30
CLI-04255,Irma Villaseñor Rodríquez,Jubilado,7462.15,Bajo,2026-04-22
CLI-04256,Ana Leiva Mesa,Empresario / Comerciante,150527.76,Alto,2023-06-15
CLI-04257,Dr. Claudio Bustamante,Estudiante,2721.7,Bajo,2026-03-27
CLI-04258,Sr. Elias Botello,Jubilado,7336.66,Bajo,2025-05-15
CLI-04259,Ana Luisa Caldera Chavarría,Estudiante,3649.78,Bajo,2025-07-17
CLI-04260,Sr. Rolando Meza,Empleado Sector Privado,20094.46,Medio,2024-04-13
CLI-04261,Amador Patricio Núñez,Desempleado,3355.67,Alto,2024-12-14
CLI-04262,Armando Peres Arias,Jubilado,10774.98,Bajo,2024-09-01
CLI-04263,Julio Robles Angulo,Jubilado,12889.11,Bajo,2025-01-12
CLI-04264,Soledad Longoria Ruelas,Empresario / Comerciante,167778.61,Alto,2023-10-20
CLI-04265,Citlali Esther Vanegas del Río,Empresario / Comerciante,222394.87,Alto,2025-10-21
CLI-04266,Pilar Yáñez,Estudiante,4039.74,Bajo,2024-12-20
CLI-04267,Araceli Alicia Arevalo Aguirre,Empleado Sector Privado,25692.9,Medio,2023-10-24
CLI-04268,Gonzalo Octavio Haro,Jubilado,9125.97,Bajo,2024-06-24
CLI-04269,Srita. Hermelinda Gaytán,Profesionista Independiente,19096.13,Medio,2025-08-28
CLI-04270,Marisol Báez Sanches,Estudiante,5250.68,Bajo,2023-12-23
CLI-04271,Samuel Jerónimo Cervantes,Profesionista Independiente,21481.54,Medio,2024-01-23
CLI-04272,Olga Gallegos Tafoya,Profesionista Independiente,49573.71,Medio,2023-06-19
CLI-04273,Octavio Quintero,Empleado Sector Privado,22124.21,Medio,2026-05-25
CLI-04274,Lic. Diego Véliz,Empresario / Comerciante,185721.71,Alto,2023-10-06
CLI-04275,Eloy Figueroa Córdova,Estudiante,5686.85,Bajo,2023-09-28
CLI-04276,Iván Rufino de la Rosa,Profesionista Independiente,23165.6,Medio,2024-01-01
CLI-04277,Octavio Miguel Molina,Desempleado,234.01,Alto,2024-08-08
CLI-04278,Sr. Daniel Armas,Empresario / Comerciante,69748.84,Alto,2024-07-19
CLI-04279,Flavio Andrés Sierra Lira,Empleado Sector Privado,25623.15,Medio,2026-02-21
CLI-04280,Andrés Aldo Ceballos Fuentes,Profesionista Independiente,26607.04,Medio,2025-02-01
CLI-04281,Gilberto Agustín Saucedo,Estudiante,2311.27,Bajo,2024-10-29
CLI-04282,Blanca Mónica Acosta,Empleado Sector Privado,36820.41,Medio,2025-09-26
CLI-04283,Vicente Rangel Alva,Jubilado,8074.38,Bajo,2025-07-01
CLI-04284,Ing. Julia Carvajal,Jubilado,14781.07,Bajo,2026-05-07
CLI-04285,Javier Varela,Empresario / Comerciante,239871.41,Alto,2025-11-20
CLI-04286,Aldo Felix Zamora,Profesionista Independiente,17728.44,Medio,2023-12-28
CLI-04287,Emiliano David Briseño Badillo,Empresario / Comerciante,160624.22,Alto,2024-02-26
CLI-04288,Salvador Cadena Piña,Estudiante,4905.03,Bajo,2025-05-13
CLI-04289,Armando Luna Zarate,Empresario / Comerciante,176708.26,Alto,2026-03-23
CLI-04290,Dra. Isabela Munguía,Estudiante,3614.96,Bajo,2023-10-09
CLI-04291,Mercedes Guajardo Concepción,Jubilado,13776.27,Bajo,2023-11-16
CLI-04292,Adán Israel Valencia Batista,Empleado Sector Privado,37178.28,Medio,2025-03-03
CLI-04293,Sr. Carlos Ramos,Desempleado,3140.86,Alto,2024-04-16
CLI-04294,Wendolin Anabel Saucedo,Profesionista Independiente,40571.05,Medio,2023-10-20
CLI-04295,Joaquín Genaro Mireles Muro,Empresario / Comerciante,66781.67,Alto,2023-08-26
CLI-04296,Norma Yeni Montes,Desempleado,2001.73,Alto,2024-05-03
CLI-04297,Bernabé Genaro Cordero Olivas,Empleado Sector Privado,24319.07,Medio,2023-06-26
CLI-04298,Dr. Camilo Arce,Empleado Sector Privado,37806.78,Medio,2026-04-15
CLI-04299,Virginia Saldivar Abreu,Jubilado,17383.96,Bajo,2023-11-20
CLI-04300,Augusto Víctor Vásquez,Jubilado,10872.65,Bajo,2025-09-14
CLI-04301,Elisa Paz Rodríguez,Estudiante,6875.86,Bajo,2023-09-26
CLI-04302,Silvia Magdalena Chacón,Jubilado,8760.24,Bajo,2024-08-07
CLI-04303,José Carlos Leonardo Contreras Mireles,Empleado Sector Privado,12017.92,Medio,2023-12-13
CLI-04304,Ing. Abril Armendáriz,Empresario / Comerciante,104660.59,Alto,2024-05-26
CLI-04305,Isaac Aurelio Márquez Patiño,Profesionista Independiente,52776.95,Medio,2024-06-21
CLI-04306,Óscar Eloy Ochoa,Empresario / Comerciante,249848.37,Alto,2025-06-17
CLI-04307,Adriana Lucio Madrigal,Desempleado,851.02,Alto,2024-06-17
CLI-04308,Aurora Almonte,Jubilado,8657.05,Bajo,2025-09-11
CLI-04309,Julia Alma Granado Guillen,Empleado Sector Privado,36393.04,Medio,2026-02-12
CLI-04310,Srita. Jaqueline Leyva,Jubilado,5909.16,Bajo,2024-11-24
CLI-04311,Karina Heredia Cortés,Estudiante,4371.83,Bajo,2025-08-20
CLI-04312,Hermelinda Franco,Estudiante,6982.99,Bajo,2024-12-05
CLI-04313,Bruno Hugo Negrete Padilla,Desempleado,2225.92,Alto,2026-05-20
CLI-04314,Alfonso Montaño,Profesionista Independiente,54522.57,Medio,2025-04-28
CLI-04315,Sra. Carmen Miranda,Empleado Sector Privado,32144.7,Medio,2025-11-17
CLI-04316,Mario Quesada,Profesionista Independiente,54776.92,Medio,2024-08-02
CLI-04317,Lic. Adalberto Sarabia,Profesionista Independiente,43582.64,Medio,2024-03-22
CLI-04318,Evelio Valdés Ornelas,Desempleado,1810.87,Alto,2025-03-28
CLI-04319,Lic. Gabriel Escobedo,Empleado Sector Privado,33855.14,Medio,2023-12-16
CLI-04320,Estela Conchita Torres,Profesionista Independiente,30373.34,Medio,2024-10-06
CLI-04321,José Carlos Pedro Alcala,Empresario / Comerciante,241798.54,Alto,2026-04-15
CLI-04322,Pedro Emilio Medina Lugo,Profesionista Independiente,15714.36,Medio,2024-04-15
CLI-04323,Martha Collado,Desempleado,534.9,Alto,2025-11-22
CLI-04324,Isabela Leonor Meraz Zúñiga,Estudiante,5652.72,Bajo,2025-05-29
CLI-04325,Gabino Angulo Espinosa,Estudiante,7408.67,Bajo,2024-01-04
CLI-04326,Nicolás Rodolfo Rosario Córdova,Desempleado,694.14,Alto,2024-12-10
CLI-04327,Miguel Ángel Campos Sosa,Jubilado,16638.49,Bajo,2023-12-16
CLI-04328,Isaac Alonzo Arce,Desempleado,1955.91,Alto,2026-04-24
CLI-04329,Camilo Rodrigo Miranda Sarabia,Empresario / Comerciante,157626.29,Alto,2024-02-09
CLI-04330,Martha Gloria Téllez,Desempleado,2605.07,Alto,2025-07-15
CLI-04331,José Eduardo Alfonso Concepción,Jubilado,5402.32,Bajo,2023-08-11
CLI-04332,Miguel Héctor Rojas,Desempleado,1780.71,Alto,2025-07-30
CLI-04333,Inés Guadalupe Ferrer,Estudiante,4117.97,Bajo,2026-02-09
CLI-04334,René Acuña,Empresario / Comerciante,215493.37,Alto,2025-09-21
CLI-04335,Trinidad Esmeralda Tirado,Profesionista Independiente,32403.8,Medio,2024-06-17
CLI-04336,Arcelia Rivero,Desempleado,3935.18,Alto,2025-07-04
CLI-04337,Ignacio Pablo Lozada,Estudiante,4776.16,Bajo,2023-07-23
CLI-04338,Ing. Alberto Armas,Empleado Sector Privado,26671.06,Medio,2023-12-16
CLI-04339,Pedro Emilio Lomeli,Empleado Sector Privado,36523.77,Medio,2024-09-26
CLI-04340,Esparta Carla Corral Romero,Profesionista Independiente,45624.95,Medio,2024-02-19
CLI-04341,Paola Mónica Echeverría,Desempleado,1431.28,Alto,2026-06-09
CLI-04342,Itzel Escalante,Estudiante,6897.68,Bajo,2026-01-26
CLI-04343,Cristina Amador,Desempleado,1212.71,Alto,2025-02-24
CLI-04344,Rubén Feliciano,Desempleado,884.59,Alto,2024-11-19
CLI-04345,Sr. Arturo Osorio,Empresario / Comerciante,243459.3,Alto,2024-05-17
CLI-04346,Dra. Eloisa Pulido,Estudiante,3684.54,Bajo,2025-04-29
CLI-04347,Lic. Esperanza Maldonado,Desempleado,2827.87,Alto,2025-10-16
CLI-04348,Rodrigo Franco,Empleado Sector Privado,12235.47,Medio,2024-05-27
CLI-04349,Jos Limón Maya,Desempleado,1584.34,Alto,2024-10-26
CLI-04350,Estela Cadena Nieves,Profesionista Independiente,40609.6,Medio,2026-01-02
CLI-04351,Luis Manuel Oswaldo Pelayo Barrientos,Empresario / Comerciante,84095.42,Alto,2024-09-09
CLI-04352,Alma María del Carmen Salinas,Empleado Sector Privado,33774.67,Medio,2024-03-11
CLI-04353,Eugenia Linares Nazario,Jubilado,13738.28,Bajo,2026-06-04
CLI-04354,Vicente Lucas Olivo,Jubilado,12346.82,Bajo,2024-06-14
CLI-04355,Roberto Juan Zayas,Estudiante,5528.99,Bajo,2023-07-15
CLI-04356,Nelly Conchita Núñez Verdugo,Desempleado,260.2,Alto,2024-01-25
CLI-04357,Dra. Elvira Jasso,Profesionista Independiente,57010.35,Medio,2024-04-22
CLI-04358,Dr. Eloy Jiménez,Empleado Sector Privado,41073.1,Medio,2024-04-20
CLI-04359,Dr. Jos Solorzano,Desempleado,3129.01,Alto,2024-02-09
CLI-04360,Hugo Julio César Tapia,Empleado Sector Privado,39973.02,Medio,2025-05-01
CLI-04361,Abraham Portillo,Estudiante,7951.71,Bajo,2025-11-11
CLI-04362,Ing. José Luis Peralta,Desempleado,2710.94,Alto,2024-10-31
CLI-04363,Timoteo Maximiliano Cordero Ontiveros,Jubilado,8287.97,Bajo,2025-08-18
CLI-04364,Sra. Cristal Soria,Jubilado,16480.33,Bajo,2025-05-20
CLI-04365,Lorenzo Rafaél Loya Calvillo,Estudiante,7627.34,Bajo,2025-03-12
CLI-04366,Octavio Jerónimo Garrido,Desempleado,2692.4,Alto,2025-03-21
CLI-04367,Abril Claudia Castillo,Desempleado,207.45,Alto,2024-12-09
CLI-04368,Ofelia Elvira Iglesias,Profesionista Independiente,34464.67,Medio,2023-12-24
CLI-04369,Dr. Abelardo Leyva,Empresario / Comerciante,104807.12,Alto,2024-06-22
CLI-04370,Silvano Francisco Serrano Jáquez,Desempleado,2073.18,Alto,2025-01-30
CLI-04371,María Eugenia Rolón Arias,Empresario / Comerciante,122294.37,Alto,2024-02-07
CLI-04372,Martha Sandra Gil Munguía,Estudiante,7302.81,Bajo,2024-12-15
CLI-04373,Genaro Jesús Zavala,Empleado Sector Privado,13549.83,Medio,2025-08-07
CLI-04374,Víctor Toledo,Empresario / Comerciante,156482.06,Alto,2025-11-23
CLI-04375,Dr. Mario Negrete,Profesionista Independiente,15232.17,Medio,2024-11-09
CLI-04376,Felix Villanueva,Empleado Sector Privado,23045.29,Medio,2023-11-02
CLI-04377,Lic. Celia Zaragoza,Jubilado,15499.75,Bajo,2023-07-25
CLI-04378,Dra. Irma Mares,Desempleado,902.51,Alto,2023-12-01
